País de Nacimiento,Español/Extranjero,Sexo,Año,Total
Ecuador,TOTAL,Ambos sexos,2007,434.673
Ecuador,TOTAL,Ambos sexos,2006,456.641
Ecuador,TOTAL,Ambos sexos,2005,487.239
Ecuador,TOTAL,Ambos sexos,2004,470.090
Ecuador,TOTAL,Ambos sexos,2003,387.565
Ecuador,TOTAL,Ambos sexos,2002,259.779
Ecuador,TOTAL,Ambos sexos,2001,140.631
Ecuador,TOTAL,Ambos sexos,2000,21.734
Ecuador,TOTAL,Ambos sexos,1999,8.354
Ecuador,TOTAL,Ambos sexos,1998,5.335
Ecuador,TOTAL,Hombres,2022,195.338
Ecuador,TOTAL,Hombres,2021,193.480
Ecuador,TOTAL,Hombres,2020,193.057
Ecuador,TOTAL,Hombres,2019,189.119
Ecuador,TOTAL,Hombres,2018,187.651
Ecuador,TOTAL,Hombres,2017,187.905
Ecuador,TOTAL,Hombres,2016,191.837
Ecuador,TOTAL,Hombres,2015,198.027
Ecuador,TOTAL,Hombres,2014,207.122
Ecuador,TOTAL,Hombres,2013,216.459
Ecuador,TOTAL,Hombres,2012,225.109
Ecuador,TOTAL,Hombres,2011,230.892
Ecuador,TOTAL,Hombres,2010,234.521
Ecuador,TOTAL,Hombres,2009,232.825
Ecuador,TOTAL,Hombres,2008,222.710
Ecuador,TOTAL,Hombres,2007,210.017
Ecuador,TOTAL,Hombres,2006,220.944
Ecuador,TOTAL,Hombres,2005,235.982
Ecuador,TOTAL,Hombres,2004,226.936
Ecuador,TOTAL,Hombres,2003,188.680
Ecuador,TOTAL,Hombres,2002,127.907
Ecuador,TOTAL,Hombres,2001,69.093
Ecuador,TOTAL,Hombres,2000,9.540
Ecuador,TOTAL,Hombres,1999,3.483
Ecuador,TOTAL,Hombres,1998,2.205
Ecuador,TOTAL,Mujeres,2022,225.235
Ecuador,TOTAL,Mujeres,2021,223.455
Ecuador,TOTAL,Mujeres,2020,223.470
Ecuador,TOTAL,Mujeres,2019,219.122
Ecuador,TOTAL,Mujeres,2018,216.763
Ecuador,TOTAL,Mujeres,2017,216.097
Ecuador,TOTAL,Mujeres,2016,218.883
Ecuador,TOTAL,Mujeres,2015,224.159
Ecuador,TOTAL,Mujeres,2014,231.857
Ecuador,TOTAL,Mujeres,2013,239.774
Ecuador,TOTAL,Mujeres,2012,246.531
Ecuador,TOTAL,Mujeres,2011,249.734
Ecuador,TOTAL,Mujeres,2010,250.102
Ecuador,TOTAL,Mujeres,2009,246.292
Ecuador,TOTAL,Mujeres,2008,235.727
Ecuador,TOTAL,Mujeres,2007,224.656
Ecuador,TOTAL,Mujeres,2006,235.697
Ecuador,TOTAL,Mujeres,2005,251.257
Ecuador,TOTAL,Mujeres,2004,243.154
Ecuador,TOTAL,Mujeres,2003,198.885
Ecuador,TOTAL,Mujeres,2002,131.872
Ecuador,TOTAL,Mujeres,2001,71.539
Ecuador,TOTAL,Mujeres,2000,12.194
Ecuador,TOTAL,Mujeres,1999,4.871
Ecuador,TOTAL,Mujeres,1998,3.130
Ecuador,Nacionalidad Española,Ambos sexos,2022,308.549
Ecuador,Nacionalidad Española,Ambos sexos,2021,301.742
Ecuador,Nacionalidad Española,Ambos sexos,2020,294.556
Ecuador,Nacionalidad Española,Ambos sexos,2019,285.868
Ecuador,Nacionalidad Española,Ambos sexos,2018,279.075
Ecuador,Nacionalidad Española,Ambos sexos,2017,272.952
Ecuador,Nacionalidad Española,Ambos sexos,2016,264.217
Ecuador,Nacionalidad Española,Ambos sexos,2015,258.394
Ecuador,Nacionalidad Española,Ambos sexos,2014,234.622
Ecuador,Nacionalidad Española,Ambos sexos,2013,207.909
Ecuador,Nacionalidad Española,Ambos sexos,2012,178.038
Ecuador,Nacionalidad Española,Ambos sexos,2011,133.266
Ecuador,Nacionalidad Española,Ambos sexos,2010,97.256
Ecuador,Nacionalidad Española,Ambos sexos,2009,69.789
Ecuador,Nacionalidad Española,Ambos sexos,2008,42.902
Ecuador,Nacionalidad Española,Ambos sexos,2007,19.345
Ecuador,Nacionalidad Española,Ambos sexos,2006,10.530
Ecuador,Nacionalidad Española,Ambos sexos,2005,7.261
Ecuador,Nacionalidad Española,Ambos sexos,2004,6.353
Ecuador,Nacionalidad Española,Ambos sexos,2003,5.396
Ecuador,Nacionalidad Española,Ambos sexos,2002,4.429
Ecuador,Nacionalidad Española,Ambos sexos,2001,3.446
Ecuador,Nacionalidad Española,Ambos sexos,2000,2.253
Ecuador,Nacionalidad Española,Ambos sexos,1999,1.665
Ecuador,Nacionalidad Española,Ambos sexos,1998,1.589
Ecuador,Nacionalidad Española,Hombres,2022,133.705
Ecuador,Nacionalidad Española,Hombres,2021,130.431
Ecuador,Nacionalidad Española,Hombres,2020,127.030
Ecuador,Nacionalidad Española,Hombres,2019,123.045
Ecuador,Nacionalidad Española,Hombres,2018,119.916
Ecuador,Nacionalidad Española,Hombres,2017,117.299
Ecuador,Nacionalidad Española,Hombres,2016,113.721
Ecuador,Nacionalidad Española,Hombres,2015,111.412
Ecuador,Nacionalidad Española,Hombres,2014,101.649
Ecuador,Nacionalidad Española,Hombres,2013,90.661
Ecuador,Nacionalidad Española,Hombres,2012,77.921
Ecuador,Nacionalidad Española,Hombres,2011,58.675
Ecuador,Nacionalidad Española,Hombres,2010,43.071
Ecuador,Nacionalidad Española,Hombres,2009,30.904
Ecuador,Nacionalidad Española,Hombres,2008,18.707
Ecuador,Nacionalidad Española,Hombres,2007,8.096
Ecuador,Nacionalidad Española,Hombres,2006,4.264
Ecuador,Nacionalidad Española,Hombres,2005,2.990
Ecuador,Nacionalidad Española,Hombres,2004,2.731
Ecuador,Nacionalidad Española,Hombres,2003,2.411
Ecuador,Nacionalidad Española,Hombres,2002,1.976
Ecuador,Nacionalidad Española,Hombres,2001,1.536
Ecuador,Nacionalidad Española,Hombres,2000,967
Ecuador,Nacionalidad Española,Hombres,1999,724
Ecuador,Nacionalidad Española,Hombres,1998,683
Ecuador,Nacionalidad Española,Mujeres,2022,174.844
Ecuador,Nacionalidad Española,Mujeres,2021,171.311
Ecuador,Nacionalidad Española,Mujeres,2020,167.526
Ecuador,Nacionalidad Española,Mujeres,2019,162.823
Ecuador,Nacionalidad Española,Mujeres,2018,159.159
Ecuador,Nacionalidad Española,Mujeres,2017,155.653
Ecuador,Nacionalidad Española,Mujeres,2016,150.496
Ecuador,Nacionalidad Española,Mujeres,2015,146.982
Ecuador,Nacionalidad Española,Mujeres,2014,132.973
Ecuador,Nacionalidad Española,Mujeres,2013,117.248
Ecuador,Nacionalidad Española,Mujeres,2012,100.117
Ecuador,Nacionalidad Española,Mujeres,2011,74.591
Ecuador,Nacionalidad Española,Mujeres,2010,54.185
Ecuador,Nacionalidad Española,Mujeres,2009,38.885
Ecuador,Nacionalidad Española,Mujeres,2008,24.195
Ecuador,Nacionalidad Española,Mujeres,2007,11.249
Ecuador,Nacionalidad Española,Mujeres,2006,6.266
Ecuador,Nacionalidad Española,Mujeres,2005,4.271
Ecuador,Nacionalidad Española,Mujeres,2004,3.622
Ecuador,Nacionalidad Española,Mujeres,2003,2.985
Ecuador,Nacionalidad Española,Mujeres,2002,2.453
Ecuador,Nacionalidad Española,Mujeres,2001,1.911
Ecuador,Nacionalidad Española,Mujeres,2000,1.286
Ecuador,Nacionalidad Española,Mujeres,1999,940
Ecuador,Nacionalidad Española,Mujeres,1998,906
Ecuador,Nacionalidad Extranjera,Ambos sexos,2022,112.024
Ecuador,Nacionalidad Extranjera,Ambos sexos,2021,115.193
Ecuador,Nacionalidad Extranjera,Ambos sexos,2020,121.971
Ecuador,Nacionalidad Extranjera,Ambos sexos,2019,122.373
Ecuador,Nacionalidad Extranjera,Ambos sexos,2018,125.339
Ecuador,Nacionalidad Extranjera,Ambos sexos,2017,131.050
Ecuador,Nacionalidad Extranjera,Ambos sexos,2016,146.503
Ecuador,Nacionalidad Extranjera,Ambos sexos,2015,163.792
Ecuador,Nacionalidad Extranjera,Ambos sexos,2014,204.357
Ecuador,Nacionalidad Extranjera,Ambos sexos,2013,248.324
Ecuador,Nacionalidad Extranjera,Ambos sexos,2012,293.602
Ecuador,Nacionalidad Extranjera,Ambos sexos,2011,347.360
Ecuador,Nacionalidad Extranjera,Ambos sexos,2010,387.367
Ecuador,Nacionalidad Extranjera,Ambos sexos,2009,409.328
Ecuador,Nacionalidad Extranjera,Ambos sexos,2008,415.535
Ecuador,Nacionalidad Extranjera,Ambos sexos,2007,415.328
Ecuador,Nacionalidad Extranjera,Ambos sexos,2006,446.111
Ecuador,Nacionalidad Extranjera,Ambos sexos,2005,479.978
Ecuador,Nacionalidad Extranjera,Ambos sexos,2004,463.737
Ecuador,Nacionalidad Extranjera,Ambos sexos,2003,382.169
Ecuador,Nacionalidad Extranjera,Ambos sexos,2002,255.350
Ecuador,Nacionalidad Extranjera,Ambos sexos,2001,137.185
Ecuador,Nacionalidad Extranjera,Ambos sexos,2000,19.481
Ecuador,Nacionalidad Extranjera,Ambos sexos,1999,6.690
Ecuador,Nacionalidad Extranjera,Ambos sexos,1998,3.745
Ecuador,Nacionalidad Extranjera,Hombres,2022,61.633
Ecuador,Nacionalidad Extranjera,Hombres,2021,63.049
Ecuador,Nacionalidad Extranjera,Hombres,2020,66.027
Ecuador,Nacionalidad Extranjera,Hombres,2019,66.074
Ecuador,Nacionalidad Extranjera,Hombres,2018,67.735
Ecuador,Nacionalidad Extranjera,Hombres,2017,70.606
Ecuador,Nacionalidad Extranjera,Hombres,2016,78.116
Ecuador,Nacionalidad Extranjera,Hombres,2015,86.615
Ecuador,Nacionalidad Extranjera,Hombres,2014,105.473
Ecuador,Nacionalidad Extranjera,Hombres,2013,125.798
Ecuador,Nacionalidad Extranjera,Hombres,2012,147.188
Ecuador,Nacionalidad Extranjera,Hombres,2011,172.217
Ecuador,Nacionalidad Extranjera,Hombres,2010,191.450
Ecuador,Nacionalidad Extranjera,Hombres,2009,201.921
Ecuador,Nacionalidad Extranjera,Hombres,2008,204.003
Ecuador,Nacionalidad Extranjera,Hombres,2007,201.921
Ecuador,Nacionalidad Extranjera,Hombres,2006,216.680
Ecuador,Nacionalidad Extranjera,Hombres,2005,232.992
Ecuador,Nacionalidad Extranjera,Hombres,2004,224.205
Ecuador,Nacionalidad Extranjera,Hombres,2003,186.269
Ecuador,Nacionalidad Extranjera,Hombres,2002,125.931
Ecuador,Nacionalidad Extranjera,Hombres,2001,67.557
Ecuador,Nacionalidad Extranjera,Hombres,2000,8.574
Ecuador,Nacionalidad Extranjera,Hombres,1999,2.759
Ecuador,Nacionalidad Extranjera,Hombres,1998,1.521
Ecuador,Nacionalidad Extranjera,Mujeres,2022,50.391
Ecuador,Nacionalidad Extranjera,Mujeres,2021,52.144
Ecuador,Nacionalidad Extranjera,Mujeres,2020,55.944
Ecuador,Nacionalidad Extranjera,Mujeres,2019,56.299
Ecuador,Nacionalidad Extranjera,Mujeres,2018,57.604
Ecuador,Nacionalidad Extranjera,Mujeres,2017,60.444
Ecuador,Nacionalidad Extranjera,Mujeres,2016,68.387
Ecuador,Nacionalidad Extranjera,Mujeres,2015,77.177
Ecuador,Nacionalidad Extranjera,Mujeres,2014,98.884
Ecuador,Nacionalidad Extranjera,Mujeres,2013,122.526
Ecuador,Nacionalidad Extranjera,Mujeres,2012,146.414
Ecuador,Nacionalidad Extranjera,Mujeres,2011,175.143
Ecuador,Nacionalidad Extranjera,Mujeres,2010,195.917
Ecuador,Nacionalidad Extranjera,Mujeres,2009,207.407
Ecuador,Nacionalidad Extranjera,Mujeres,2008,211.532
Ecuador,Nacionalidad Extranjera,Mujeres,2007,213.407
Ecuador,Nacionalidad Extranjera,Mujeres,2006,229.431
Ecuador,Nacionalidad Extranjera,Mujeres,2005,246.986
Ecuador,Nacionalidad Extranjera,Mujeres,2004,239.532
Ecuador,Nacionalidad Extranjera,Mujeres,2003,195.900
Ecuador,Nacionalidad Extranjera,Mujeres,2002,129.419
Ecuador,Nacionalidad Extranjera,Mujeres,2001,69.628
Ecuador,Nacionalidad Extranjera,Mujeres,2000,10.908
Ecuador,Nacionalidad Extranjera,Mujeres,1999,3.931
Ecuador,Nacionalidad Extranjera,Mujeres,1998,2.224
Paraguay,TOTAL,Ambos sexos,2022,110.321
Paraguay,TOTAL,Ambos sexos,2021,109.196
Paraguay,TOTAL,Ambos sexos,2020,107.354
Paraguay,TOTAL,Ambos sexos,2019,97.695
Paraguay,TOTAL,Ambos sexos,2018,90.974
Paraguay,TOTAL,Ambos sexos,2017,85.108
Paraguay,TOTAL,Ambos sexos,2016,80.253
Paraguay,TOTAL,Ambos sexos,2015,78.700
Paraguay,TOTAL,Ambos sexos,2014,80.849
Paraguay,TOTAL,Ambos sexos,2013,86.526
Paraguay,TOTAL,Ambos sexos,2012,90.731
Paraguay,TOTAL,Ambos sexos,2011,89.338
Paraguay,TOTAL,Ambos sexos,2010,86.682
Paraguay,TOTAL,Ambos sexos,2009,82.622
Paraguay,TOTAL,Ambos sexos,2008,68.885
Paraguay,TOTAL,Ambos sexos,2007,47.874
Paraguay,TOTAL,Ambos sexos,2006,30.155
Paraguay,TOTAL,Ambos sexos,2005,17.721
Paraguay,TOTAL,Ambos sexos,2004,7.020
Paraguay,TOTAL,Ambos sexos,2003,3.669
Paraguay,TOTAL,Ambos sexos,2002,2.370
Paraguay,TOTAL,Ambos sexos,2001,1.863
Paraguay,TOTAL,Ambos sexos,2000,1.550
Paraguay,TOTAL,Ambos sexos,1999,1.365
Paraguay,TOTAL,Ambos sexos,1998,1.296
Paraguay,TOTAL,Hombres,2022,34.437
Paraguay,TOTAL,Hombres,2021,33.791
Paraguay,TOTAL,Hombres,2020,32.965
Paraguay,TOTAL,Hombres,2019,29.221
Paraguay,TOTAL,Hombres,2018,26.531
Paraguay,TOTAL,Hombres,2017,24.223
Paraguay,TOTAL,Hombres,2016,22.507
Paraguay,TOTAL,Hombres,2015,22.013
Paraguay,TOTAL,Hombres,2014,23.020
Paraguay,TOTAL,Hombres,2013,25.098
Paraguay,TOTAL,Hombres,2012,27.078
Paraguay,TOTAL,Hombres,2011,27.792
Paraguay,TOTAL,Hombres,2010,28.643
Paraguay,TOTAL,Hombres,2009,28.758
Paraguay,TOTAL,Hombres,2008,24.276
Paraguay,TOTAL,Hombres,2007,16.441
Paraguay,TOTAL,Hombres,2006,10.415
Paraguay,TOTAL,Hombres,2005,6.600
Paraguay,TOTAL,Hombres,2004,2.798
Paraguay,TOTAL,Hombres,2003,1.451
Paraguay,TOTAL,Hombres,2002,925
Paraguay,TOTAL,Hombres,2001,725
Paraguay,TOTAL,Hombres,2000,620
Paraguay,TOTAL,Hombres,1999,540
Paraguay,TOTAL,Hombres,1998,516
Paraguay,TOTAL,Mujeres,2022,75.884
Paraguay,TOTAL,Mujeres,2021,75.405
Paraguay,TOTAL,Mujeres,2020,74.389
Paraguay,TOTAL,Mujeres,2019,68.474
Paraguay,TOTAL,Mujeres,2018,64.443
Paraguay,TOTAL,Mujeres,2017,60.885
Paraguay,TOTAL,Mujeres,2016,57.746
Paraguay,TOTAL,Mujeres,2015,56.687
Paraguay,TOTAL,Mujeres,2014,57.829
Paraguay,TOTAL,Mujeres,2013,61.428
Paraguay,TOTAL,Mujeres,2012,63.653
Paraguay,TOTAL,Mujeres,2011,61.546
Paraguay,TOTAL,Mujeres,2010,58.039
Paraguay,TOTAL,Mujeres,2009,53.864
Paraguay,TOTAL,Mujeres,2008,44.609
Paraguay,TOTAL,Mujeres,2007,31.433
Paraguay,TOTAL,Mujeres,2006,19.740
Paraguay,TOTAL,Mujeres,2005,11.121
Paraguay,TOTAL,Mujeres,2004,4.222
Paraguay,TOTAL,Mujeres,2003,2.218
Paraguay,TOTAL,Mujeres,2002,1.445
Paraguay,TOTAL,Mujeres,2001,1.138
Paraguay,TOTAL,Mujeres,2000,930
Paraguay,TOTAL,Mujeres,1999,825
Paraguay,TOTAL,Mujeres,1998,780
Paraguay,Nacionalidad Española,Ambos sexos,2022,27.385
Paraguay,Nacionalidad Española,Ambos sexos,2021,24.471
Paraguay,Nacionalidad Española,Ambos sexos,2020,21.016
Paraguay,Nacionalidad Española,Ambos sexos,2019,18.225
Paraguay,Nacionalidad Española,Ambos sexos,2018,15.945
Paraguay,Nacionalidad Española,Ambos sexos,2017,14.619
Paraguay,Nacionalidad Española,Ambos sexos,2016,11.646
Paraguay,Nacionalidad Española,Ambos sexos,2015,9.888
Paraguay,Nacionalidad Española,Ambos sexos,2014,6.831
Paraguay,Nacionalidad Española,Ambos sexos,2013,4.412
Paraguay,Nacionalidad Española,Ambos sexos,2012,3.650
Paraguay,Nacionalidad Española,Ambos sexos,2011,2.824
Paraguay,Nacionalidad Española,Ambos sexos,2010,2.359
Paraguay,Nacionalidad Española,Ambos sexos,2009,2.131
Paraguay,Nacionalidad Española,Ambos sexos,2008,1.935
Paraguay,Nacionalidad Española,Ambos sexos,2007,1.717
Paraguay,Nacionalidad Española,Ambos sexos,2006,1.562
Paraguay,Nacionalidad Española,Ambos sexos,2005,1.366
Paraguay,Nacionalidad Española,Ambos sexos,2004,1.197
Paraguay,Nacionalidad Española,Ambos sexos,2003,1.057
Paraguay,Nacionalidad Española,Ambos sexos,2002,959
Paraguay,Nacionalidad Española,Ambos sexos,2001,891
Paraguay,Nacionalidad Española,Ambos sexos,2000,826
Paraguay,Nacionalidad Española,Ambos sexos,1999,741
Paraguay,Nacionalidad Española,Ambos sexos,1998,736
Paraguay,Nacionalidad Española,Hombres,2022,6.957
Paraguay,Nacionalidad Española,Hombres,2021,6.352
Paraguay,Nacionalidad Española,Hombres,2020,5.562
Paraguay,Nacionalidad Española,Hombres,2019,4.978
Paraguay,Nacionalidad Española,Hombres,2018,4.470
Paraguay,Nacionalidad Española,Hombres,2017,4.099
Paraguay,Nacionalidad Española,Hombres,2016,3.415
Paraguay,Nacionalidad Española,Hombres,2015,2.979
Paraguay,Nacionalidad Española,Hombres,2014,2.243
Paraguay,Nacionalidad Española,Hombres,2013,1.660
Paraguay,Nacionalidad Española,Hombres,2012,1.436
Paraguay,Nacionalidad Española,Hombres,2011,1.190
Paraguay,Nacionalidad Española,Hombres,2010,1.032
Paraguay,Nacionalidad Española,Hombres,2009,959
Paraguay,Nacionalidad Española,Hombres,2008,873
Paraguay,Nacionalidad Española,Hombres,2007,768
Paraguay,Nacionalidad Española,Hombres,2006,692
Paraguay,Nacionalidad Española,Hombres,2005,595
Paraguay,Nacionalidad Española,Hombres,2004,534
Paraguay,Nacionalidad Española,Hombres,2003,470
Paraguay,Nacionalidad Española,Hombres,2002,426
Paraguay,Nacionalidad Española,Hombres,2001,400
Paraguay,Nacionalidad Española,Hombres,2000,376
Paraguay,Nacionalidad Española,Hombres,1999,338
Paraguay,Nacionalidad Española,Hombres,1998,339
Paraguay,Nacionalidad Española,Mujeres,2022,20.428
Paraguay,Nacionalidad Española,Mujeres,2021,18.119
Paraguay,Nacionalidad Española,Mujeres,2020,15.454
Paraguay,Nacionalidad Española,Mujeres,2019,13.247
Paraguay,Nacionalidad Española,Mujeres,2018,11.475
Paraguay,Nacionalidad Española,Mujeres,2017,10.520
Paraguay,Nacionalidad Española,Mujeres,2016,8.231
Paraguay,Nacionalidad Española,Mujeres,2015,6.909
Paraguay,Nacionalidad Española,Mujeres,2014,4.588
Paraguay,Nacionalidad Española,Mujeres,2013,2.752
Paraguay,Nacionalidad Española,Mujeres,2012,2.214
Paraguay,Nacionalidad Española,Mujeres,2011,1.634
Paraguay,Nacionalidad Española,Mujeres,2010,1.327
Paraguay,Nacionalidad Española,Mujeres,2009,1.172
Paraguay,Nacionalidad Española,Mujeres,2008,1.062
Paraguay,Nacionalidad Española,Mujeres,2007,949
Paraguay,Nacionalidad Española,Mujeres,2006,870
Paraguay,Nacionalidad Española,Mujeres,2005,771
Paraguay,Nacionalidad Española,Mujeres,2004,663
Paraguay,Nacionalidad Española,Mujeres,2003,587
Paraguay,Nacionalidad Española,Mujeres,2002,533
Paraguay,Nacionalidad Española,Mujeres,2001,491
Paraguay,Nacionalidad Española,Mujeres,2000,449
Paraguay,Nacionalidad Española,Mujeres,1999,404
Paraguay,Nacionalidad Española,Mujeres,1998,396
Paraguay,Nacionalidad Extranjera,Ambos sexos,2022,82.936
Paraguay,Nacionalidad Extranjera,Ambos sexos,2021,84.725
Paraguay,Nacionalidad Extranjera,Ambos sexos,2020,86.338
Paraguay,Nacionalidad Extranjera,Ambos sexos,2019,79.470
Paraguay,Nacionalidad Extranjera,Ambos sexos,2018,75.029
Paraguay,Nacionalidad Extranjera,Ambos sexos,2017,70.489
Paraguay,Nacionalidad Extranjera,Ambos sexos,2016,68.607
Paraguay,Nacionalidad Extranjera,Ambos sexos,2015,68.812
Paraguay,Nacionalidad Extranjera,Ambos sexos,2014,74.018
Paraguay,Nacionalidad Extranjera,Ambos sexos,2013,82.114
Paraguay,Nacionalidad Extranjera,Ambos sexos,2012,87.081
Paraguay,Nacionalidad Extranjera,Ambos sexos,2011,86.514
Paraguay,Nacionalidad Extranjera,Ambos sexos,2010,84.323
Paraguay,Nacionalidad Extranjera,Ambos sexos,2009,80.491
Paraguay,Nacionalidad Extranjera,Ambos sexos,2008,66.950
Paraguay,Nacionalidad Extranjera,Ambos sexos,2007,46.157
Paraguay,Nacionalidad Extranjera,Ambos sexos,2006,28.593
Paraguay,Nacionalidad Extranjera,Ambos sexos,2005,16.355
Paraguay,Nacionalidad Extranjera,Ambos sexos,2004,5.823
Paraguay,Nacionalidad Extranjera,Ambos sexos,2003,2.612
Paraguay,Nacionalidad Extranjera,Ambos sexos,2002,1.411
Paraguay,Nacionalidad Extranjera,Ambos sexos,2001,972
Paraguay,Nacionalidad Extranjera,Ambos sexos,2000,725
Paraguay,Nacionalidad Extranjera,Ambos sexos,1999,624
Paraguay,Nacionalidad Extranjera,Ambos sexos,1998,560
Paraguay,Nacionalidad Extranjera,Hombres,2022,27.480
Paraguay,Nacionalidad Extranjera,Hombres,2021,27.439
Paraguay,Nacionalidad Extranjera,Hombres,2020,27.403
Paraguay,Nacionalidad Extranjera,Hombres,2019,24.243
Paraguay,Nacionalidad Extranjera,Hombres,2018,22.061
Paraguay,Nacionalidad Extranjera,Hombres,2017,20.124
Paraguay,Nacionalidad Extranjera,Hombres,2016,19.092
Paraguay,Nacionalidad Extranjera,Hombres,2015,19.034
Paraguay,Nacionalidad Extranjera,Hombres,2014,20.777
Paraguay,Nacionalidad Extranjera,Hombres,2013,23.438
Paraguay,Nacionalidad Extranjera,Hombres,2012,25.642
Paraguay,Nacionalidad Extranjera,Hombres,2011,26.602
Paraguay,Nacionalidad Extranjera,Hombres,2010,27.611
Paraguay,Nacionalidad Extranjera,Hombres,2009,27.799
Paraguay,Nacionalidad Extranjera,Hombres,2008,23.403
Paraguay,Nacionalidad Extranjera,Hombres,2007,15.673
Paraguay,Nacionalidad Extranjera,Hombres,2006,9.723
Paraguay,Nacionalidad Extranjera,Hombres,2005,6.005
Paraguay,Nacionalidad Extranjera,Hombres,2004,2.264
Paraguay,Nacionalidad Extranjera,Hombres,2003,981
Paraguay,Nacionalidad Extranjera,Hombres,2002,499
Paraguay,Nacionalidad Extranjera,Hombres,2001,325
Paraguay,Nacionalidad Extranjera,Hombres,2000,244
Paraguay,Nacionalidad Extranjera,Hombres,1999,203
Paraguay,Nacionalidad Extranjera,Hombres,1998,177
Paraguay,Nacionalidad Extranjera,Mujeres,2022,55.456
Paraguay,Nacionalidad Extranjera,Mujeres,2021,57.286
Paraguay,Nacionalidad Extranjera,Mujeres,2020,58.935
Paraguay,Nacionalidad Extranjera,Mujeres,2019,55.227
Paraguay,Nacionalidad Extranjera,Mujeres,2018,52.968
Paraguay,Nacionalidad Extranjera,Mujeres,2017,50.365
Paraguay,Nacionalidad Extranjera,Mujeres,2016,49.515
Paraguay,Nacionalidad Extranjera,Mujeres,2015,49.778
Paraguay,Nacionalidad Extranjera,Mujeres,2014,53.241
Paraguay,Nacionalidad Extranjera,Mujeres,2013,58.676
Paraguay,Nacionalidad Extranjera,Mujeres,2012,61.439
Paraguay,Nacionalidad Extranjera,Mujeres,2011,59.912
Paraguay,Nacionalidad Extranjera,Mujeres,2010,56.712
Paraguay,Nacionalidad Extranjera,Mujeres,2009,52.692
Paraguay,Nacionalidad Extranjera,Mujeres,2008,43.547
Paraguay,Nacionalidad Extranjera,Mujeres,2007,30.484
Paraguay,Nacionalidad Extranjera,Mujeres,2006,18.870
Paraguay,Nacionalidad Extranjera,Mujeres,2005,10.350
Paraguay,Nacionalidad Extranjera,Mujeres,2004,3.559
Paraguay,Nacionalidad Extranjera,Mujeres,2003,1.631
Paraguay,Nacionalidad Extranjera,Mujeres,2002,912
Paraguay,Nacionalidad Extranjera,Mujeres,2001,647
Paraguay,Nacionalidad Extranjera,Mujeres,2000,481
Paraguay,Nacionalidad Extranjera,Mujeres,1999,421
Paraguay,Nacionalidad Extranjera,Mujeres,1998,383
Perú,TOTAL,Ambos sexos,2022,265.949
Perú,TOTAL,Ambos sexos,2021,252.971
Perú,TOTAL,Ambos sexos,2020,244.827
Perú,TOTAL,Ambos sexos,2019,218.245
Perú,TOTAL,Ambos sexos,2018,201.993
Perú,TOTAL,Ambos sexos,2017,192.146
Perú,TOTAL,Ambos sexos,2016,188.253
Perú,TOTAL,Ambos sexos,2015,188.325
Perú,TOTAL,Ambos sexos,2014,191.706
Perú,TOTAL,Ambos sexos,2013,195.488
Perú,TOTAL,Ambos sexos,2012,198.619
Perú,TOTAL,Ambos sexos,2011,198.126
Perú,TOTAL,Ambos sexos,2010,197.605
Perú,TOTAL,Ambos sexos,2009,188.235
Perú,TOTAL,Ambos sexos,2008,162.425
Perú,TOTAL,Ambos sexos,2007,136.958
Perú,TOTAL,Ambos sexos,2006,123.464
Perú,TOTAL,Ambos sexos,2005,108.026
Perú,TOTAL,Ambos sexos,2004,88.754
Perú,TOTAL,Ambos sexos,2003,72.894
Perú,TOTAL,Ambos sexos,2002,59.035
Perú,TOTAL,Ambos sexos,2001,47.304
Perú,TOTAL,Ambos sexos,2000,37.453
